"New ID","Period of care end","Placement Type","Reason placement ended","Legal Statuses"
50753916,06/13/2012,"A4","E11","30/09/10-10/05/11 C1; 10/05/11-01/12/11 C2; 01/12/11-13/06/12 E1"
50909847,02/13/2017,"H5","E8","05/09/16-13/02/17 V2"
51128592,10/01/2012,"Q2","E4","05/08/12-01/10/12 V2"
51197542,04/09/2013,"K2","E9","07/09/12-09/04/13 J1"
51290077,05/17/2012,"P1","E4","05/11/10-19/11/10 V2; 19/11/10-17/05/12 C1"
51364167,01/12/2017,"U6","E8","11/01/17-12/01/17 V2"
51474567,09/27/2014,"Q2","E8","06/08/13-27/09/14 V2"
51479382,02/18/2015,"A6","E11","13/03/12-15/05/12 C1; 15/05/12-18/02/15 E1"
51567615,10/17/2015,"U6","E4B","23/06/15-17/10/15 C1"
51576560,02/07/2017,"P1","E4A","17/08/16-07/02/17 C1"
51611051,04/12/2014,"Q2","E8","18/07/05-08/05/07 V2; 08/05/07-12/04/14 C2"
51613045,09/17/2014,"U6","E8","18/07/14-17/09/14 J1"
51659478,04/08/2013,"H5","E8","26/04/11-08/04/13 V2"
51769584,07/06/2012,"H5","E8","19/04/12-06/07/12 V2"
51859588,12/19/2012,"Q1","E44","21/07/12-19/12/12 V2"
52005630,09/18/2015,"H5","E8","19/11/13-18/09/15 V2"
52028749,08/02/2016,"U6","E4A","15/07/16-02/08/16 L1"
52072385,07/13/2015,"A4","E11","03/01/14-16/04/14 C1; 16/04/14-13/07/15 E1"
52197247,07/04/2014,"H5","E6","25/04/13-23/05/13 J1; 23/05/13-04/07/14 V2"
52214444,08/15/2013,"Q2","E4","12/10/12-02/08/13 V4; 02/08/13-15/08/13 V2"
52264426,07/26/2015,"K1","E8","10/07/06-13/07/06 L2; 13/07/06-19/05/08 C1; 19/05/08-26/07/15 C2"
52264987,12/18/2016,"H5","E8","11/09/15-18/12/16 V2"
52299551,05/20/2014,"A3","E11","01/11/10-03/11/10 L1; 03/11/10-09/11/10 L2; 09/11/10-23/04/12 C1; 23/04/12-20/05/14 E1"
52405764,05/13/2014,"Q2","E8","14/10/12-13/05/14 V2"
52623093,08/06/2016,"U6","E4B","23/05/16-06/08/16 L1"
52997029,06/06/2013,"H5","E8","18/11/05-06/12/05 L1; 06/12/05-31/01/08 C1; 31/01/08-06/06/13 C2"
53032319,02/19/2016,"H5","E8","13/04/15-19/02/16 V2"
53108041,10/06/2013,"H5","E8","26/05/10-06/10/13 V2"
53147949,04/17/2016,"Q2","E8","22/12/09-20/04/11 V2; 20/04/11-17/04/16 C2"
53260039,01/13/2014,"Q2","E8","06/01/14-13/01/14 V2"
53366463,09/12/2016,"Q2","E43","05/10/08-06/10/08 L1; 06/10/08-23/04/09 V2; 23/04/09-12/11/10 C1; 12/11/10-12/09/16 C2"
53366872,07/07/2013,"H5","E8","09/08/04-07/07/13 V2"
53397070,11/02/2016,"U6","E8","24/04/14-02/11/16 V2"
53568869,12/18/2015,"U6","E4B","13/09/15-15/09/15 L1; 15/09/15-18/12/15 V2"
53591509,01/23/2016,"H5","E8","23/09/14-23/01/16 V2"
53615947,01/16/2015,"U6","E4A","03/10/14-16/01/15 L1"
53664920,07/28/2014,"Q2","E44","29/10/13-28/07/14 C1"
53792231,04/04/2012,"A4","E11","27/08/09-15/12/10 V2; 15/12/10-04/04/12 C2"
53798877,10/10/2012,"H5","E8","25/02/11-10/10/12 V2"
54053305,01/14/2016,"U6","E4B","13/01/16-14/01/16 L1"
54076803,01/25/2013,"R5","E9","07/01/13-25/01/13 J1"
54080817,03/05/2014,"A4","E11","29/06/12-10/07/12 L2; 10/07/12-30/01/13 C1; 30/01/13-05/03/14 E1"
54194186,09/30/2013,"P1","E8","29/05/12-01/06/12 L1; 01/06/12-06/06/12 V2; 06/06/12-30/09/13 C1"
54435135,02/02/2014,"Q2","E4","19/12/13-02/02/14 C1"
54537007,01/08/2014,"A4","E12","27/01/12-08/11/12 C1; 08/11/12-08/01/14 E1"
54689839,07/22/2012,"K2","E4","12/05/12-22/07/12 J1"
54689839,02/17/2014,"H5","E8","23/12/13-17/02/14 V2"
54778349,07/18/2013,"Q2","E4","17/07/13-18/07/13 L1"
54852099,11/07/2014,"H5","E8","28/09/01-25/07/05 C1; 25/07/05-07/11/14 C2"
54865680,10/12/2014,"U3","E4A","26/09/14-12/10/14 V2"
55017194,05/03/2012,"Q2","E43","24/03/10-25/03/10 L1; 25/03/10-03/05/12 V2"
55045060,08/23/2016,"K2","E4A","16/06/15-23/08/16 V2"
55220624,02/12/2015,"H5","E8","27/09/13-12/02/15 V2"
55312531,09/15/2012,"M2","E8","17/09/03-02/12/05 C1; 02/12/05-15/09/12 C2"
55449040,05/26/2015,"A4","E11","04/03/13-05/03/13 L1; 05/03/13-30/09/13 C1; 30/09/13-26/05/15 E1"
55506199,11/28/2014,"Q2","E43","02/05/13-07/05/13 V2; 07/05/13-28/11/14 C1"
55519506,04/01/2015,"K2","E8","23/02/15-01/04/15 V2"
55562360,03/10/2016,"Q2","E8","06/05/05-05/03/07 V2; 05/03/07-13/04/10 C1; 13/04/10-10/03/16 C2"
55937192,12/08/2013,"Q2","E8","07/01/04-25/02/05 C1; 25/02/05-08/12/13 C2"
56060265,10/28/2015,"Q1","E43","31/12/09-14/01/10 V2; 14/01/10-20/10/11 C1; 20/10/11-28/10/15 C2"
56233440,10/11/2012,"Q1","E43","22/02/11-11/10/12 C1"
56248697,09/26/2014,"R3","E4A","15/05/14-26/09/14 C1"
56285562,05/28/2013,"Q2","E4","09/11/11-28/05/13 C1"
56360779,02/20/2015,"U6","E4A","03/09/14-20/02/15 C1"
56487556,11/30/2014,"U6","E4","17/11/14-30/11/14 V2"
56492556,03/16/2017,"Q1","E8","31/01/07-03/05/07 C1; 03/05/07-16/03/17 C2"
56645289,07/15/2015,"P1","E4A","04/12/13-15/07/15 C1"
56693814,08/22/2015,"H5","E8","18/06/09-21/05/10 C1; 21/05/10-22/08/15 C2"
56823404,12/03/2013,"Q2","E4","18/11/11-03/12/13 V2"
56823404,01/09/2015,"H5","E8","16/01/14-09/01/15 V2"
57116407,05/26/2012,"H5","E8","30/10/08-22/01/09 V2; 22/01/09-14/04/11 C1; 14/04/11-26/05/12 C2"
57191059,01/13/2015,"H5","E4","04/10/13-13/01/15 V2"
57191059,05/20/2016,"H5","E8","27/01/15-20/05/16 V2"
57247928,05/02/2012,"Q2","E4","30/11/11-02/05/12 V2"
57279364,06/06/2013,"K2","E4","22/03/12-06/06/13 V2"
57279364,08/13/2016,"R2","E8","13/06/13-13/08/16 V2"
57350731,06/13/2016,"H5","E8","30/07/14-13/06/16 V2"
57393313,10/07/2016,"U6","E11","19/12/15-22/12/15 L1; 22/12/15-07/10/16 C1"
57485463,08/10/2013,"H5","E8","07/06/11-23/04/13 V2; 23/04/13-10/08/13 J1"
57582068,07/09/2013,"Q2","E8","05/07/13-08/07/13 L1; 08/07/13-09/07/13 V2"
57652333,06/17/2014,"A4","E11","21/12/12-29/05/13 C1; 29/05/13-17/06/14 E1"
57664983,06/28/2014,"U6","E4B","27/06/14-28/06/14 L1"
57664983,02/13/2015,"U6","E4A","17/10/14-13/02/15 V2"
57766332,11/21/2012,"Q1","E43","21/12/11-21/11/12 C1"
58003314,07/30/2015,"K1","E14","19/05/15-30/07/15 J1"
58432484,06/11/2015,"U6","E4A","09/06/15-11/06/15 L1"
58457248,07/12/2016,"U6","X1","17/11/09-12/07/16 V2"
58558473,08/18/2015,"P1","E4B","23/06/10-18/08/15 V2"
58904529,01/29/2014,"Q1","E43","20/12/12-29/01/14 V2"
59142169,01/31/2014,"R3","E4","14/05/13-31/01/14 V2"
59213162,06/29/2015,"U6","E13","06/06/14-29/06/15 V2"
59376784,04/17/2014,"R5","E4B","18/03/14-17/04/14 J1"
59376784,12/03/2015,"H5","E8","28/07/15-03/12/15 V2"
59416022,12/13/2015,"U6","E4A","11/12/15-13/12/15 L1"
59437333,03/04/2013,"M2","E4","20/08/10-04/03/13 V2"
59451634,02/05/2016,"U6","E4B","24/01/16-25/01/16 L1; 25/01/16-05/02/16 V2"
59695507,07/10/2013,"Q2","E44","02/08/12-03/08/12 L1; 03/08/12-08/08/12 L2; 08/08/12-10/07/13 C1"
59719708,06/16/2016,"U6","E43","05/08/15-16/06/16 C1"
59736194,09/05/2014,"U6","E4","27/06/14-05/09/14 L1"
59736194,02/13/2015,"U6","E4A","17/10/14-13/02/15 V2"
59891386,05/13/2013,"Q2","E4","07/05/13-10/05/13 L1; 10/05/13-13/05/13 V2"
60204385,10/16/2012,"Q2","E8","16/01/03-17/01/03 L1; 17/01/03-20/01/03 L2; 20/01/03-16/01/04 C1; 16/01/04-16/10/12 C2"
60211657,02/23/2014,"H5","E8","19/03/13-23/02/14 V2"
60259571,11/15/2013,"Q2","E44","18/03/11-21/07/11 V2; 21/07/11-21/09/11 C1; 21/09/11-15/11/13 E1"
60459188,07/10/2013,"Q2","E43","02/08/12-03/08/12 L1; 03/08/12-08/08/12 L2; 08/08/12-10/07/13 C1"
60459446,05/22/2014,"P1","E4A","11/04/14-22/05/14 J1"
60459446,09/16/2014,"K1","E14","03/09/14-16/09/14 J1"
60498451,01/08/2014,"R5","E4","12/12/13-08/01/14 J1"
60498451,06/13/2014,"K1","E8","15/05/14-13/06/14 J1"
60565552,06/25/2013,"Q1","E43","21/06/12-25/06/13 C1"
60970454,04/02/2014,"H5","E8","14/05/09-02/04/14 V2"
61003691,11/21/2014,"K2","E8","28/10/13-21/11/14 V2"
61004580,06/25/2014,"U6","E4","24/06/14-25/06/14 L1"
61112833,11/17/2014,"Q2","E4","08/01/14-17/11/14 C1"
61151557,09/24/2016,"Q2","E8","04/12/06-13/12/07 V2; 13/12/07-15/05/08 C1; 15/05/08-24/09/16 C2"
61244760,09/18/2013,"Q2","E5","04/07/02-07/07/02 L1; 07/07/02-29/07/04 C1; 29/07/04-18/09/13 C2"
61261962,08/10/2014,"H5","E8","09/04/11-11/04/11 L1; 11/04/11-10/08/14 V2"
61276505,11/06/2014,"A3","E11","20/12/13-24/04/14 C1; 24/04/14-06/11/14 E1"
61300636,10/07/2016,"U6","E4B","02/03/16-04/03/16 L1; 04/03/16-07/10/16 V2"
61344656,08/28/2013,"Q2","E4","24/08/13-27/08/13 L1; 27/08/13-28/08/13 V2"
61344656,03/02/2017,"R5","E8","21/07/16-02/03/17 J1"
61563564,01/15/2016,"U6","E4B","06/01/16-08/01/16 L1; 08/01/16-15/01/16 V2"
61746448,04/25/2014,"U6","E4B","24/04/14-25/04/14 L1"
61803166,04/24/2014,"H5","E8","08/10/09-09/10/09 L2; 09/10/09-05/01/10 V2; 05/01/10-17/06/11 C1; 17/06/11-24/04/14 C2"
61858791,07/20/2012,"H5","E8","17/05/10-27/05/10 V2; 27/05/10-15/06/10 C1; 15/06/10-20/07/12 C2"
61990202,05/01/2013,"A5","E11","19/11/08-11/03/09 V2; 11/03/09-07/09/09 C1; 07/09/09-01/05/13 E1"
62062764,12/19/2014,"U6","E4A","28/11/14-19/12/14 L1"
62109496,09/09/2014,"A5","E11","21/11/11-29/11/11 V2; 29/11/11-24/09/12 C1; 24/09/12-09/09/14 E1"
62163232,11/11/2014,"Q1","E8","03/05/02-12/02/03 C1; 12/02/03-11/11/14 C2"
62216031,06/07/2013,"Q2","E8","11/11/10-07/06/13 V2"
62216439,12/01/2015,"U6","E4A","27/11/15-01/12/15 L1"
62330159,11/23/2012,"H5","E8","20/06/11-23/11/12 V2"
62369905,12/17/2014,"H5","E4A","11/06/14-17/12/14 V2"
62369905,06/12/2015,"U6","E4A","09/06/15-12/06/15 V2"
62369905,10/05/2016,"U6","E44","08/07/15-07/04/16 V2; 07/04/16-14/09/16 C1; 14/09/16-05/10/16 V2"
62643890,06/13/2016,"U6","E4A","23/06/15-13/06/16 V2"
62746411,11/19/2013,"Q2","E4","04/11/13-07/11/13 L1; 07/11/13-19/11/13 V2"
62749001,10/27/2014,"H5","E8","10/10/13-27/10/14 V2"
62795609,06/19/2014,"H5","E8","14/06/11-19/06/14 V2"
62807823,10/26/2014,"H5","E8","18/06/13-26/10/14 V2"
62849004,07/09/2015,"H5","E8","05/02/15-09/07/15 V2"
62955426,07/10/2015,"H5","E8","09/09/13-10/07/15 V2"
63565450,11/05/2012,"Q1","E4","22/02/11-05/11/12 C1"
63719432,08/17/2014,"H5","E8","05/02/04-17/08/14 C2"
63723885,06/20/2012,"Q2","E4","08/06/12-11/06/12 L1; 11/06/12-20/06/12 V2"
63851927,12/12/2012,"Q2","E44","13/06/12-12/12/12 C1"
63979110,07/30/2013,"A4","E11","08/02/10-10/02/10 L2; 10/02/10-01/03/10 V2; 01/03/10-21/04/11 C1; 21/04/11-30/07/13 E1"
64087860,09/26/2014,"K1","E8","14/07/14-26/09/14 J1"
64087860,12/10/2014,"K1","E8","14/10/14-10/12/14 J1"
64129609,12/12/2014,"R3","E8","09/09/14-12/09/14 V2; 12/09/14-12/12/14 C1"
64270192,03/29/2014,"H5","E8","05/08/13-29/03/14 J1"
64283025,01/20/2013,"H5","E8","08/05/12-20/01/13 V2"
64397649,10/19/2016,"U6","E4A","17/10/16-19/10/16 V2"
64446990,02/14/2015,"U6","E44","23/04/14-14/02/15 C1"
64552723,07/31/2012,"H5","E8","21/07/10-24/01/11 C1; 24/01/11-31/07/12 C2"
65040987,09/08/2015,"H5","E8","16/01/15-08/09/15 V2"
65113781,01/30/2013,"R5","E4","07/01/13-30/01/13 J1"
65158479,11/04/2012,"Q2","E8","27/11/00-01/12/00 L2; 01/12/00-29/07/03 C1; 29/07/03-04/11/12 C2"
65184076,08/09/2013,"Q1","E4","25/07/12-09/08/13 V2"
65196763,11/19/2014,"U3","E44","30/04/14-19/11/14 V2"
65268995,12/18/2015,"U6","E4A","13/09/15-15/09/15 L1; 15/09/15-18/12/15 V2"
65287076,04/16/2014,"Q2","E8","08/10/09-16/04/14 V2"
65339052,10/04/2012,"Q2","E4","29/09/12-02/10/12 L1; 02/10/12-04/10/12 V2"
65339052,08/21/2016,"H5","E8","04/02/15-21/08/16 V2"
66043198,09/16/2012,"K2","E8","03/03/99-16/09/12 C2"
66143485,10/02/2014,"Q2","E44","31/07/13-02/10/14 V2"
66156571,04/19/2012,"H5","E8","18/01/08-19/04/12 V2"
66337554,01/15/2015,"H5","E8","20/03/13-15/01/15 V2"
66560544,12/12/2013,"H5","E8","22/03/11-12/12/13 V2"
66603223,06/26/2014,"H5","E8","29/11/12-26/06/14 V2"
66679098,04/19/2015,"H5","E8","14/10/11-28/08/12 V2; 28/08/12-24/06/13 C1; 24/06/13-19/04/15 C2"
66744555,05/10/2013,"H5","E8","22/09/11-10/05/13 V2"
66796920,06/29/2012,"K1","E9","01/06/12-29/06/12 J1"
66796920,05/02/2013,"R5","E9","13/02/13-08/04/13 V2; 08/04/13-02/05/13 J1"
66796920,10/22/2014,"H5","E8","06/09/13-22/10/14 V2"
67078388,04/24/2015,"U3","E43","08/08/14-24/04/15 V2"
67201579,02/09/2017,"H5","E4B","26/05/16-09/02/17 V2"
67296657,04/30/2015,"Q2","E8","02/07/12-30/04/15 V2"
67434264,02/14/2015,"U6","E44","30/05/14-30/01/15 L1; 30/01/15-14/02/15 V2"
67497371,11/20/2015,"U6","E4A","19/11/15-20/11/15 L1"
67624568,11/30/2013,"Q2","E4","07/06/13-30/11/13 V2"
67624568,10/27/2014,"P1","E4","06/02/14-27/10/14 C1"
67635659,01/20/2013,"Q2","E4","29/12/12-20/01/13 V2"
67635659,02/25/2013,"Q2","E4","21/02/13-25/02/13 L1"
67635659,04/14/2014,"Q2","E4","14/06/13-14/04/14 C1"
67635659,07/07/2014,"U6","E4A","11/06/14-07/07/14 V2"
67635659,09/02/2015,"U6","E8","08/09/14-02/06/15 V2; 02/06/15-02/09/15 V2"
67635659,02/23/2016,"U6","E4A","15/09/15-18/09/15 L1; 18/09/15-23/02/16 V2"
67649060,07/16/2012,"Q2","E4","16/03/12-16/07/12 V2"
67649060,02/23/2014,"H5","E8","30/04/13-23/02/14 V2"
67679121,12/11/2012,"Q2","E44","26/01/11-28/01/11 L1; 28/01/11-11/12/12 C1"
67724138,01/22/2013,"Q2","E4","03/12/12-22/01/13 V2"
67724138,11/06/2014,"K1","E9","16/06/13-06/12/13 V2; 06/12/13-17/01/14 J1; 17/01/14-30/09/14 V2; 30/09/14-06/11/14 J1"
67876725,03/06/2013,"Q2","E4","03/05/11-06/03/13 V2"
68047569,10/25/2015,"Q1","E8","02/01/13-04/01/13 L1; 04/01/13-25/10/15 V2"
68092407,09/03/2012,"P1","E9","08/06/12-03/09/12 J1"
68092407,04/03/2013,"P1","E9","21/12/12-03/04/13 J1"
68159652,10/06/2014,"U6","E4","03/10/14-06/10/14 L1"
68169060,03/08/2017,"Q2","E8","20/05/08-27/06/08 V2; 27/06/08-18/11/09 C1; 18/11/09-08/03/17 C2"
68314596,08/28/2015,"Q2","E8","25/05/04-30/09/04 C1; 30/09/04-28/08/15 C2"
68582003,03/25/2015,"U6","E4A","24/03/15-25/03/15 V2"
68788414,01/28/2014,"A3","E11","04/07/12-26/06/13 V2; 26/06/13-28/01/14 E1"
68789020,06/20/2016,"U6","E4B","19/06/16-20/06/16 L1"
68861373,12/07/2012,"P1","E4","13/06/08-16/06/08 L1; 16/06/08-24/06/08 V2; 24/06/08-12/02/10 C1; 12/02/10-07/12/12 C2"
68891832,10/26/2012,"Q2","E4","24/10/12-26/10/12 L1"
68965312,02/25/2015,"R3","E4A","18/09/14-27/10/14 V2; 27/10/14-25/02/15 C1"
69030175,06/29/2012,"P1","E4","04/05/12-29/06/12 C1"
69032725,09/28/2012,"Q2","E4","27/09/12-28/09/12 L1"
69143312,01/13/2014,"A4","E11","05/05/09-23/09/09 C1; 23/09/09-24/09/10 V2; 24/09/10-03/12/10 C2; 03/12/10-13/01/14 E1"
69220529,06/29/2012,"Q2","E4","03/02/11-29/06/12 V2"
69299939,02/26/2014,"Q2","E4","20/02/12-26/02/14 C1"
69426935,03/31/2015,"H5","E8","22/04/14-31/03/15 V2"
69717713,04/26/2012,"Q1","E4","13/07/11-26/04/12 C1"
69717713,11/23/2012,"Q2","E4","20/11/12-23/11/12 L1"
69717713,06/08/2013,"Q2","E44","24/11/12-26/11/12 L1; 26/11/12-08/06/13 C1"
70010151,12/13/2014,"Q2","E8","23/10/13-13/12/14 V2"
70104780,02/12/2013,"H5","E8","25/04/09-28/04/09 L1; 28/04/09-10/05/10 V2; 10/05/10-12/02/13 C2"
70184365,05/10/2012,"Q1","E43","05/04/11-10/05/12 C1"
70489863,02/19/2015,"U6","E16","16/02/15-19/02/15 L1"
70632615,08/20/2015,"P1","E8","24/03/15-20/08/15 C1"
70680165,03/16/2016,"H5","E4A","15/03/16-16/03/16 L1"
70763132,04/18/2013,"H5","E8","13/11/12-18/04/13 V2"
70788936,06/25/2012,"Q2","E8","14/02/95-25/06/12 C2"
70796439,12/31/2015,"H5","E8","22/03/13-31/12/15 V2"
70800834,07/15/2016,"A5","E11","14/12/15-24/03/16 V2; 24/03/16-15/07/16 E1"
70869019,03/14/2017,"U6","E13","25/05/16-27/05/16 L1; 27/05/16-11/07/16 V2; 11/07/16-13/03/17 C1; 13/03/17-14/03/17 V2"
71229771,08/11/2016,"U6","E4B","20/07/16-21/07/16 L1; 21/07/16-11/08/16 V2"
71241766,09/16/2015,"A6","E11","19/03/13-28/03/13 V2; 28/03/13-16/08/13 C1; 16/08/13-16/09/15 E1"
71248034,07/20/2014,"H5","E8","20/12/13-20/07/14 V2"
71349396,05/08/2014,"R5","E9","24/04/14-08/05/14 J1"
71415327,11/15/2016,"R5","E4B","11/06/16-15/11/16 J1"
71739207,12/31/2016,"H5","E8","17/11/14-31/12/16 V2"
71873425,10/18/2012,"H5","E8","05/03/12-18/10/12 V2"
71941023,11/14/2016,"H5","E8","09/09/14-14/11/16 V2"
72046618,10/17/2013,"K1","E4","03/10/13-17/10/13 J1"
72046618,06/04/2015,"H5","E9","16/12/14-04/06/15 V2"
72046618,02/10/2016,"H5","E8","02/09/15-10/02/16 V2"
72047112,03/24/2017,"R2","E4B","18/01/16-24/03/17 V2"
72154645,10/04/2016,"P1","E8","23/08/11-18/02/13 C1; 18/02/13-04/10/16 C2"
72194762,02/15/2013,"Q2","E4","25/01/13-28/01/13 L1; 28/01/13-15/02/13 V2"
72258278,03/14/2017,"U6","E13","25/05/16-27/05/16 L1; 27/05/16-11/07/16 V2; 11/07/16-13/03/17 C1; 13/03/17-14/03/17 V2"
72282944,07/26/2016,"H5","E8","03/08/15-26/07/16 V2"
72332421,04/01/2014,"Q2","E8","04/10/02-11/10/02 L2; 11/10/02-25/01/05 C1; 25/01/05-01/04/14 C2"
72466675,10/07/2013,"Q2","E4","06/10/13-07/10/13 L1"
72530751,02/03/2014,"A4","E11","17/05/12-07/12/12 C1; 07/12/12-03/02/14 E1"
72544465,07/08/2016,"U3","E44","30/11/15-08/02/16 V2; 08/02/16-08/07/16 C1"
72555203,10/23/2012,"Q1","E43","05/08/11-23/10/12 V2"
72691264,08/01/2015,"Q1","E8","01/08/09-01/08/15 V2"
72777642,11/27/2013,"H5","E8","16/03/12-27/11/13 V2"
72797242,10/12/2012,"R3","E4","27/07/12-12/10/12 C1"
72870926,12/18/2015,"P1","E4A","22/05/15-18/12/15 C1"
72902530,10/27/2015,"A4","E11","16/11/12-03/10/13 C1; 03/10/13-27/10/15 E1"
72934742,09/29/2015,"H5","E8","31/07/15-29/09/15 J1"
72934742,01/01/2016,"R5","E8","17/12/15-01/01/16 J1"
72957830,03/02/2017,"Q2","E8","19/11/09-23/05/11 C1; 23/05/11-02/03/17 C2"
73111733,07/24/2014,"U3","E4","02/04/14-04/04/14 L1; 04/04/14-24/07/14 V2"
73274159,08/14/2016,"H5","E8","29/04/14-14/08/16 V2"
73314492,07/13/2015,"U6","E11","13/11/14-13/07/15 V2"
73382564,01/25/2013,"Q2","E4","19/01/13-25/01/13 L1"
73437097,07/12/2013,"A5","E11","07/10/10-27/03/12 C1; 27/03/12-12/07/13 E1"
73848603,08/07/2013,"Q1","E4","05/04/11-07/08/13 V2"
73902537,10/05/2016,"U6","E44","08/07/15-07/04/16 V2; 07/04/16-14/09/16 C1; 14/09/16-05/10/16 V2"
73927159,07/16/2014,"A3","E11","03/10/12-06/12/13 C1; 06/12/13-16/07/14 E1"
73980183,06/01/2015,"Q2","E8","08/03/11-10/03/11 L1; 10/03/11-01/06/15 V2"
73985429,09/17/2016,"H5","E8","16/10/13-18/10/13 L1; 18/10/13-18/11/13 V2; 18/11/13-04/08/14 C1; 04/08/14-17/09/16 C2"
74013872,04/17/2012,"K2","E4","28/05/10-17/04/12 V2"
74026337,11/02/2012,"Q2","E4","23/03/11-25/03/11 L1; 25/03/11-31/03/11 L2; 31/03/11-31/10/12 C1; 31/10/12-02/11/12 V2"
74072851,07/02/2016,"U6","E4A","20/06/16-02/07/16 L1"
74111519,04/25/2014,"H5","E8","20/08/13-25/04/14 V2"
74257094,05/03/2013,"Q2","E4","02/05/13-03/05/13 L1"
74476334,05/17/2012,"Q1","E4","05/11/10-19/11/10 V2; 19/11/10-17/05/12 C1"
74530680,10/07/2015,"U3","E4A","21/05/15-07/10/15 C1"
74620102,12/22/2014,"U6","E8","27/11/14-22/12/14 V2"
74702264,01/08/2015,"U6","E4","05/01/15-08/01/15 L1"
74782257,12/11/2014,"Q2","E4A","11/09/13-15/11/13 V2; 15/11/13-05/11/14 C1; 05/11/14-11/12/14 V2"
74848730,12/25/2012,"Q2","E8","04/12/06-13/12/07 V2; 13/12/07-15/05/08 C1; 15/05/08-25/12/12 C2"
74878710,01/03/2016,"H5","E8","05/10/08-06/10/08 L1; 06/10/08-23/04/09 V2; 23/04/09-10/12/10 C1; 10/12/10-03/01/16 C2"
74924749,09/01/2014,"Q1","E43","16/12/13-01/09/14 C1"
74971001,08/15/2013,"A4","E11","27/03/12-07/08/12 C1; 07/08/12-15/08/13 E1"
75097496,05/17/2012,"P1","E4","05/11/10-19/11/10 V2; 19/11/10-17/05/12 C1"
75250643,01/13/2014,"R2","E7","19/04/05-21/04/05 L2; 21/04/05-18/03/06 V2; 18/03/06-16/01/08 C1; 16/01/08-12/06/08 C1; 12/06/08-13/01/14 C2"
75289461,05/12/2012,"Q1","E4","31/12/08-12/05/12 V2"
75336839,03/04/2016,"A3","E11","09/07/10-12/07/10 L1; 12/07/10-22/12/11 V2; 22/12/11-04/03/16 E1"
75339746,01/17/2016,"U6","E4A","23/12/15-17/01/16 L1"
75350452,05/07/2013,"A4","E11","07/10/11-07/05/13 E1"
75508567,06/03/2016,"Q2","E11","13/07/11-07/12/11 C1; 07/12/11-18/11/13 E1; 18/11/13-03/06/16 C2"
75545409,03/06/2013,"Q1","E4","22/04/11-06/03/13 V2"
75566568,11/18/2015,"Q1","E8","04/03/09-20/07/09 C1; 20/07/09-18/11/15 C2"
75630182,06/17/2016,"U6","E4A","18/05/16-20/05/16 L1; 20/05/16-17/06/16 C1"
75779781,11/01/2012,"Q1","E8","25/10/12-01/11/12 J1"
75802443,06/13/2014,"Q2","E4A","01/11/12-09/04/14 C1; 09/04/14-13/06/14 V2"
75846170,05/03/2012,"Q2","E4","03/03/11-04/03/11 L2; 04/03/11-08/03/11 L2; 08/03/11-03/05/12 C1"
75957511,07/24/2013,"Q2","E8","17/12/04-09/06/06 C1; 09/06/06-24/07/13 C2"
75966646,06/27/2013,"A6","E11","05/02/10-13/04/10 V2; 13/04/10-31/03/11 C1; 31/03/11-06/06/11 C2; 06/06/11-27/06/13 E1"
76127533,11/30/2014,"Q2","E4A","21/03/14-13/05/14 V2; 13/05/14-30/11/14 C1"
76283260,10/11/2012,"Q2","E4","31/08/12-03/09/12 L1; 03/09/12-11/10/12 V2"
76671525,04/16/2014,"H5","E8","05/12/13-16/04/14 V2"
76687558,08/14/2015,"Q2","E8","25/04/09-28/04/09 L1; 28/04/09-10/05/10 V2; 10/05/10-14/08/15 C2"
76715585,06/18/2014,"Q2","E43","14/01/14-18/06/14 C1"
76848065,01/08/2013,"Q2","E4","19/08/11-08/01/13 V2"
76848065,02/14/2013,"K1","E4","06/02/13-14/02/13 J1"
76848065,09/12/2013,"K2","E9","11/03/13-20/03/13 V2; 20/03/13-31/05/13 J1; 31/05/13-12/09/13 V2"
76848065,06/06/2014,"Q1","E4","12/11/13-06/06/14 V2"
76848065,04/20/2016,"K1","E4A","17/10/15-20/04/16 J1"
76860248,08/14/2015,"U6","E4A","08/05/15-14/08/15 V2"
76860248,01/23/2016,"U6","E44","19/08/15-21/08/15 L1; 21/08/15-15/01/16 C1; 15/01/16-23/01/16 V2"
76939222,02/23/2016,"U6","E4A","22/07/15-23/02/16 V2"
77008890,02/19/2014,"H5","E8","08/02/13-19/02/14 V2"
77034630,12/12/2014,"R3","E8","09/09/14-12/09/14 V2; 12/09/14-12/12/14 C1"
77054895,12/29/2016,"U6","E4B","28/12/16-29/12/16 V2"
77158968,01/12/2013,"H5","E8","15/03/10-12/01/13 V2"
77184325,01/20/2016,"Q2","E8","20/05/08-27/06/08 V2; 27/06/08-23/11/09 C1; 23/11/09-20/01/16 C2"
77364090,10/31/2013,"K2","E9","08/07/13-31/10/13 J1"
77364090,01/30/2015,"R5","E9","25/06/14-30/01/15 J1"
77364090,11/01/2016,"R5","E8","29/01/16-26/04/16 V2; 26/04/16-01/11/16 J1"
77432039,06/18/2016,"R2","E8","27/04/11-28/04/11 L1; 28/04/11-05/05/11 L2; 05/05/11-28/02/13 C1; 28/02/13-18/06/16 C2"
77738670,05/28/2015,"U6","E4A","24/05/15-28/05/15 L1"
77967111,05/26/2015,"A4","E11","04/03/13-05/03/13 L1; 05/03/13-30/09/13 C1; 30/09/13-26/05/15 E1"
